Title,pname,Body (HTML),category,PROD CODE,Variant SKU,Variant Grams,SHIPPING CHARGES,Cost per item,HSN,GST,image-1,image-2,image-3,image-4,image-5,image-6,image-7,image-8,image-9,image-10,image-11,PUR RATE,GST-1,PROFIT,GST DIF,PROMO,TOTAL,DISCOUNT,MRP,SELLING RATE WITH GST,SELLING RATE WITHOUT GST
"0407 -10 pc, 6 pt. 3/8 in. Drive Standard Socket Wrench Set","10 pc, 6 pt. 3/8 in. Drive Standard Socket Wrench Set","<li style=""list-style: none;""> 							10 Pc 3/8 in Metric Socket Wrench Set provides a wide assortment of sockets sized to handle a wide range of nuts and bolts													</li><li style=""list-style: none;""><b> 							Standard Sockets</b>: 3/8, 7/16, 1/2, 9/16, 5/8, 11/16, 3/4, 3/16, 7/8-in.													</li><li style=""list-style: none;""> 							Six point sockets allow for good side wall contact													</li><li style=""list-style: none;""> 							Tray helps to keep the sockets organized and makes set portable													</li><li style=""list-style: none;""> 							10 point sockets for added torque. Meets or Exceeds ANSI Specs													</li>",Hardware,0407,0407_10pc_socket,1082,126,225,731815,18,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_d71c0120-2876-4c42-9d60-de06422fdfde.jpg?v=1618531760,https://cdn.shopify.com/s/files/1/1916/9825/products/2_a50fcd95-da09-4bf1-9b03-64782472e0de.jpg?v=1618490434,https://cdn.shopify.com/s/files/1/1916/9825/products/1_a065ffa4-510e-46a8-a096-10913e523592.jpg?v=1618490434,shopify,0,0,0,0,0,0,0,351,63,50,63,10,537,15,618,525,445
"2322 Kitchenware Steel PP Chakla/Patla, Unbreakable Roti-Maker","Kitchenware Steel PP Chakla/Patla, Unbreakable Roti-Maker","<p><strong>? Stainless Steel Roti Chakla/Roti Patla (Multicolor)</strong></p>
<p><strong>? Keep On Rolling!</strong></p>
<p>With Stainless Steel Chakla/Patla, you literally got to keep on rolling as it is crack-proof, spilt- proof and break-proof. Unlike wooden rolling pins, the non- stick surface of both Stainless Steel Chakla doesn't allow the dough to stick on its surface, hence, saving your cleaning time. Built to last with zero maintenance required, simply throw in the dishwasher or wash by hand.</p>
<p> </p>
<p><strong>? Non-Slip Design</strong></p>
<p>The bottom of the stainless steel rolling board/ chakla is encased to prevent slippage while rolling the dough over it. It keeps the chakla firm and at one place to avoid inconvenience.</p>
<p> </p>
<p><strong>? Ppremium Quality Non-Stick Surface</strong></p>
<p>The smooth metallic surface WILL NOT STICK to your dough. Freeze the rolling pin to keep the dough cool, or alternatively warm it up in water. ScentRose adapts to your diverse baking needs.</p>
<p> </p>
<p><strong>? Ergonomic Design and Grip</strong></p>
<p>Premier quality tool designed for ease of use and hold. Equipped with bearings to ensure smooth movement. Smooth action easily rolls out pie crusts, dough for bread, biscuits, pastries, pasta, pizza, fondant, cookies, crafting clay, and more.</p>
<p> </p>
<p><strong>? Made by Solid Steel- Dyrable &amp; Long Lasting</strong></p>
<p>Quality construction that will last many years. Stainless steel will NOT crack, split, or splinter. Smooth and fluid rolling.</p>
<p> </p>
<p><strong>? Prevent Wrist Strain</strong></p>
<p>Handle bars prevent unnecessary strain to your wrists, while still giving you control to create uniform and consistent dough. It's a natural extension of your hands.<br>Made of 100% high grade Rust proof stainless steel material</p>",Kitchen,2322,2322_Steel_Patla_Roti,885,84,45,732390,12,https://cdn.shopify.com/s/files/1/1916/9825/products/23223.jpg?v=1618532486,https://cdn.shopify.com/s/files/1/1916/9825/products/23221.jpg?v=1618532488,https://cdn.shopify.com/s/files/1/1916/9825/products/23222.jpg?v=1618532490,shopify,0,0,0,0,0,0,0,129,23,50,23,10,235,15,271,230,205
7203 Wardrobe Cloth Hanger (Pack of 10),Wardrobe Cloth Hanger (Pack of 10),"<p><strong>? Stainless Steel Cloth Hanger (Black) ? </strong><br><strong>- 10 pcs</strong></p>
<p>Get your clothes organized with our variety hangers, these elegant plastic hangers beautifully add class to your wardrobe. Beautiful clothes deserve beautiful hangers. Each hanger features a smooth Stainless Steel, perfect for hanging delicate or sleeveless clothing. Stainless Steel Hangers eliminate hanger marks, wrinkles, and stress, and instead provide firm support with a gentle satin cares.</p>
<p> </p>
<p><strong>? Multipurpose</strong></p>
<p>Tough and light weighted hangers to hold suit, saree, pant, shirt, western dress, ethanic outfit, jacket, blazer, garments, skirt, top, blouse, tie, belt, gown and anything to feel like.</p>
<p> </p>
<p><strong>? Storage Efficiency</strong></p>
<p>Ultra slim in size and dimension to organize all your loving clothes in a single wardrobe.</p>
<p> </p>
<p><strong>? Commercial Use</strong></p>
<p>Economical hangers widely used by drycleaner, shops, showrooms, streets, hotels, farmhouse, guest house etc.</p>
<p> </p>
<p><strong>? 10 Standard Hanger</strong></p>
<p>It comes with a rotatary hook and ideal uniform adult hanger with no notches.</p>
<p> </p>
<p><strong>? Well Organised</strong></p>
<p>Add these plastic coating hangers to your wardrobe today to organise all your loving outfits the way they deserve.<br>Get your clothes organized with our variety hangers. Unlike other large space-consuming hangers, these elegant hangers beautifully add class to your wardrobe.</p>",Home Improvement,7203,7203_Blk_SS_Hanger_10Pc,490,42,82,732390,12,https://cdn.shopify.com/s/files/1/1916/9825/products/7203.jpg?v=1617924957,https://cdn.shopify.com/s/files/1/1916/9825/products/03_7bb7067b-6da2-4ad7-9b4c-16653160f03d.jpg?v=1617924959,https://cdn.shopify.com/s/files/1/1916/9825/products/04_2dd1b9a3-e631-43c6-8579-0385389519af.jpg?v=1617924960,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/01_830a2c25-6010-4ece-af2b-0660cf74c1d2.jpg?v=1617924964,0,0,0,0,0,0,124,22,50,22,10,229,15,263,223,200
1593 Multipurpose Small Rectangular Stainless Steel Adhesive Hooks (Set of 6),Multipurpose Small Rectangular Stainless Steel Adhesive Hooks (Set of 6),"<p><strong>Multipurpose Small Rectangular Stainless Steel Adhesive Hooks (Set of 6)</strong></p>
<p><span data-mce-fragment=""1"">The Set of 6 Adhesive Steel Hooks looks very stylish and fits nicely in your home, kitchen, offices, changing rooms and other places. It is easy to apply on the surface just by peeling off the sticker. It sticks firmly to the surface and because of its strong grip on the surface.</span></p>
<p><strong>Features :</strong></p>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-id=""vu65hh-h7pjul-f8lurv-8ml833"" data-cel-widget=""featurebullets_feature_div"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Set of 6 Multipurpose Stainless Steel Adhesive Hooks for Homes, Kitchens, Offices, Changing Rooms and Other Places.</span></li>
<li><span class=""a-list-item"">Suitable for Tile, Glass, Stainless Steel Face. Sticking Depend on Material on which you are sticking do not stick hooks on hot areas</span></li>
<li><span class=""a-list-item"">Material: Stainless Steel, Colour: Silver, High grade Self Adhesive Material</span></li>
<li><span class=""a-list-item"">The Adhesive of These Hooks Makes them Stick Firmly to the Surface. Each Hook Can Take up to 1Kg Weight, Which is Sufficient for Many Daily-Use Items.</span></li>
</ul>
<p><span class=""a-list-item""><strong>Physical Dimension</strong><br> <br>Weight (Gm) :- 68<br> <br>Length (Cm) :- 9<br> <br>Breadth (Cm) :- 2<br> <br>Height (Cm) :- 16</span></p>
</div>
</div>",Home Improvement,1593,1593_Adv_SS_Hook_6Pc,68,42,23,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1593SKUCODE.jpg?v=1614900174,https://cdn.shopify.com/s/files/1/1916/9825/products/2_97b9c846-5c4b-4d4a-aff2-d5973abd33b3.jpg?v=1614900175,https://cdn.shopify.com/s/files/1/1916/9825/products/1_52216ab4-fb9e-4fa6-a908-8d49a5cbf7de.jpg?v=1614900177,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/6pcs1.jpg?v=1614900181,https://cdn.shopify.com/s/files/1/1916/9825/products/e5e23f3f-86a8-4b98-b0ff-c34a7f4171f2.jpg?v=1614900183,0,0,0,0,0,65,12,50,12,10,148,15,171,145,130
0191 Stainless Steel Mixi Egg / Lassi / Butter Milk Maker / Mixer Hand Blender,Stainless Steel Mixi Egg / Lassi / Butter Milk Maker / Mixer Hand Blender,"<p><strong>Stainless Steel Mixi Egg / Lassi / Butter Milk Maker / Mixer Hand Blender </strong></p>
<p>Beating Mixing and Liquidizing gets fun with Semi Automatic Hand Blender, Just press top down to get going, with durable material and stainless steel blade makes it ideal to use for years</p>
<ul>
<li>Stylish Design Makes Handy And Comfortable To Use And Maintain. </li>
<li>Functionally Easy. Completely Rust Proof. </li>
<li>Blades Are Made From Stainless Steel Wire. Gear Are Made From Dearline Material. </li>
<li>Manual Wash. </li>
</ul>
<p><strong>Features</strong>:<br></p>
<ul>
<li>Can be used for Churning: Milk shake, Lassi, Butter milk etc </li>
<li>Can be used for liquidizing Tomato Soup, Dal etc. * You will love to buy other after buying one piece. </li>
</ul>
<span style=""margin: 0px auto; border: 2px dotted #000000; position: absolute; z-index: 2147483647; visibility: hidden; left: 190px; width: 0px; top: 280px; height: 0px;""></span><span style=""z-index: 2147483647; position: absolute; visibility: hidden; left: 175px; width: 50px; top: 265px; height: 20px; font-size: 10px; color: black;""></span>",Kitchen,0191,0191_mixi,113,42,26,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/0191_875aefa9-909f-4870-beed-0bc337fee681.jpg?v=1637835364,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2020-08-31at6.13.43PM.jpg?v=1637835364,https://cdn.shopify.com/s/files/1/1916/9825/products/1_c470703f-30c9-40ce-8131-2ebff3ec1042.jpg?v=1637835364,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/2_efc04008-b8de-4b78-9eb3-76467420f4ab.jpg?v=1637835364,0,0,0,0,0,0,68,12,50,12,10,152,15,175,149,133
2007_Crinkle Cut Knife Potato Chip Cutter With Wavy Blade French Fry Cutter,_Crinkle Cut Knife Potato Chip Cutter With Wavy Blade French Fry Cutter,"<p><strong>Kitchen Stainless Steel Crinkle Cutting tool Fruit And Vegetable Wavy Chopper Knife</strong></p>
<p>This item is a professional potato chip cutter. An essential tool for the professional pastry chef or bread maker and cook.This potato chip cutter features a sturdy handle and a durable stainless steel blade for easy cutting, slicing, scraping and lifting.Perfect for using on veggie appetizers for parties and special occasions.Make your meals fun by cutting food with this wavy crinkle cut knife.</p>
<p><strong>Features</strong></p>
<ol>
<li>High quality. </li>
<li>Suits for hand-made potato chips, vegetables or melon slices. </li>
<li>Great for making fancy edges and waffle cuts on various fruits and vegetables</li>
</ol>
<p><strong>Create Fun</strong><br></p>
<p>Healthy snacks, slice salad toppings or prep ingredients for stir fry recipes, works as a mushroom slicer and strawberry slicer too</p>
<p><strong>Wavy Slicer</strong><br></p>
<p>For chopping veggies, cutting fruit, waffle fries, pickle chips, easy egg salad and making fancy garnishes for nice food presentation.</p>
<p><strong>Easy to use</strong><br></p>
<p>Sharp stainless steel blade is sturdy and durable for effortless slicing Saves time during food preparation; no batteries or electric required</p>
<p><strong>Soap &amp; Wax Craft</strong><br></p>
<p>Get crafty with non-food items such as soap and candle wax.</p>
<p><strong>Versatile</strong><br></p>
<p>To make creative fancy vegetables, salad, carrot,potatoes or any other fancy delicacies</p>
""",Kitchen,2007,2007_crinkle_cut,59,42,27,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1_25412a60-1b18-41e7-887c-f8dd80b74e2d.jpg?v=1606577949,https://cdn.shopify.com/s/files/1/1916/9825/products/2_90bc6be9-f44d-478c-b576-4e878ec5f6c1.jpg?v=1606577952,https://cdn.shopify.com/s/files/1/1916/9825/products/3_99289cd5-db72-4c37-ac62-5033d562c3a3.jpg?v=1606577955,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/5_3ec580c4-ffc8-4342-842b-a14e4ea53f98.jpg?v=1606577961,0,0,0,0,0,0,69,12,50,12,10,154,15,177,150,134
"0064 Stainless Steel Potato Masher, Pav Bhaji Masher with wooden handle","Stainless Steel Potato Masher, Pav Bhaji Masher with wooden handle","<p><strong>Your brand Kitchen Tools -Stainless Steel Potato Masher, Pav Bhaji Masher with wooden handle</strong></p>
<p>Potato mashing was such a daunting task in the past for everyone who had to use the highly inefficient vertical handled potato masher.</p>
<p>Newly designed innovative potato masher with horizontal grip and wide mashing plate, potato mashing is no more a tiresome kitchen activity. Constructed of stainless steel with a wooden handle for comfortable use, the Masher can be used for a variety of everyday tasks in a wide array of recipes including mashed potatoes and other root vegetables, guacamole, bean dips and more.</p>
<p><strong>Why you'd want to have it</strong></p>
<ul>
<li>Our potato masher is made with high-quality, rust-resistant stainless steel</li>
<li>The sturdy metal mesh head and ergonomically designed non-slip rubber handle with comfortable grip make sure your satisfaction during heavy use</li>
<li>The round mesh head and side arms are smoothly to each other. The seamless design of these parts minimizes cleaning time</li>
</ul>
<p><strong>Key Features</strong></p>
<ul>
<li>Innovative Design</li>
<li>Heavy-duty masher for soft food</li>
<li>Main part made of 18/0 stainless steel (430 s/s)</li>
<li>Extremely Easy for Use</li>
<li>No Electricity, No Gas</li>
<li>Soft-grip handle for comfort</li>
<li>Hanging hole for rail storage</li>
<li>Seamless and hygienic round mesh head; Dishwasher safe, easy to clean.</li>
<li>comfortable non-slip rubber handle with hanging loop; ergonomic grip</li>
</ul>",Kitchen,0064,0064_paubhaji_masher,396,42,28,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/0064.jpg?v=1617924135,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-2_1321.jpg?v=1617710913,https://cdn.shopify.com/s/files/1/1916/9825/products/2_64ddd3a0-f07f-456b-8cf5-276c8c8b150b.jpg?v=1617710913,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/4_4706b4ab-6e7e-4c48-92db-9b715a6901b6.jpg?v=1617710913,https://cdn.shopify.com/s/files/1/1916/9825/products/5_ec1faaed-0ee1-4284-bb83-2b0652a7a1ee.jpg?v=1617710913,https://cdn.shopify.com/s/files/1/1916/9825/products/1_51ea1ed5-92b0-42a9-ac3f-55daad49a395.jpg?v=1617710913,0,0,0,0,70,13,50,13,10,155,15,178,152,135
"0586 Stainless Steel Potato Masher, PauBhaji Masher","Stainless Steel Potato Masher, PauBhaji Masher","<p><strong>Your brand Kitchen Tools -Stainless Steel Potato Masher, Paubhaji Masher</strong></p>
<p>Potato mashing was such a daunting task in the past for everyone who had to use the highly inefficient vertical handled potato masher.</p>
<p>Newly designed innovative potato masher with horizontal grip and wide mashing plate, potato mashing is no more a tiresome kitchen activity. Constructed of stainless steel for comfortable use, the Masher can be used for a variety of everyday tasks in a wide array of recipes including mashed potatoes and other root vegetables, guacamole, bean dips and more.</p>
<p><strong>Stainless Steel Masher</strong></p>
<p>The masher is made of stainless steel that makes it durable and ensures that it lasts for a long time even with regular use. Being made of stainless steel, this masher is corrosion resistant. The masher makes a good mash without any lumps.</p>
<h4>Ergonomic Grip</h4>
<p>The vegetable masher comes with an ergonomic handle. The handle makes the job of mashing large batches of vegetables a breeze. The handle is insulated which prevents your hands from scalding while mashing hot vegetables.</p>
<h4>Easy Storage</h4>
<p>The masher comes with a hole at one of its ends. This hole on the handle of the masher makes it easy to hang.</p>
<p><strong></strong><strong>Key Features</strong></p>
<p>-Innovative Design</p>
<p>-Heavy-duty masher for soft food</p>
<p>-Main part made of 18/0 stainless steel (430 s/s)</p>
<p>-Extremely Easy for Use</p>
<p>-No Electricity, No Gas</p>
<p>-Soft-grip handle for comfort</p>
<p>-Hanging hole for rail storage</p>
<p>-Seamless and hygienic round mesh head; Dishwasher safe, easy to clean.</p>
<p>-comfortable non-slip rubber handle with hanging loop; ergonomic grip</p>",Kitchen,0586,0586_steel_paubhaji_masher,75,42,29.5,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/0586.jpg?v=1619125607,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200803-WA0024.jpg?v=1618548433,https://cdn.shopify.com/s/files/1/1916/9825/products/1_c75b45f2-6347-4d3b-b819-a21f50f802b3.jpg?v=1618548433,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/4_6e3a0374-9259-443e-95d0-971766b08184.jpg?v=1618548433,https://cdn.shopify.com/s/files/1/1916/9825/products/2_b80da0ee-e2b7-485e-975c-5993345a144c.jpg?v=1618548433,https://cdn.shopify.com/s/files/1/1916/9825/products/3_d0a62107-6ea9-4931-8c57-c1f087ca28f8.jpg?v=1618548433,0,0,0,0,71.5,13,50,13,10,157,15,181,154,137
2133 Mini Spice Box/Masala Dabba with 7 Compartments,Mini Spice Box/Masala Dabba with 7 Compartments,"<p><strong>Plastic Round Mini Spice Box / Masala Dabba - Spice Jar (7pcs)</strong></p>
<p>Plastic storage containers are just what your kitchen needs to look more organised and smart. Available in various shapes, sizes, colors and modes of convenience, this range caters to myriad needs and requirements. The range is made of food safe plastic which leaves no chemicals into your food and keeps it healthy and fresh for long.</p>
<p><br></p>
<p><strong>100% Food Grade Material</strong></p>
<p>The storage containers are made of high quality BPA free virgin plastic which does not leach any chemicals into your food.</p>
<p><br></p>
<p><strong>100% Leak Proof</strong></p>
<p>Spice box containers come with spill proof lids which ensure zero leakage. The lids are also conveniently designed to felicitate easy opening and closing.</p>
<p><br></p>
<p><strong>Smart Organizers</strong></p>
<p>Spice box storage containers provide a smart storage solution to all your kitchen organizing problems. They are easy to stack and graceful in appearance.</p>
<p><br></p>
<p><strong>Sturdy Unbreakable Material</strong></p>
<p>Spice box storage containers are made of 100% virgin plastic which lands the product great sturdiness and an incredible durability.</p>
<p><br></p>
<p><strong>Easy to Clean</strong></p>
<p>Spice box Storage containers can be easily washed. This function saves valuable time and increases the overall efficiency of the containers.</p>","Kitchen Storage, Container & Rack",2133,2133_7Sec_Mini_Spice_Box,160,42,30,732393,18,https://cdn.shopify.com/s/files/1/1916/9825/products/2133MiniSpiceBoxMasalaDabbawith7Compartments.jpg?v=1606579392,https://cdn.shopify.com/s/files/1/1916/9825/products/02_84b56c58-999a-4f9e-b2a7-e16781263586.jpg?v=1606579395,https://cdn.shopify.com/s/files/1/1916/9825/products/03_90e174b2-403a-460d-98e9-90495639d76e.jpg?v=1606579398,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/05_be3fb14a-fad8-4160-a4b5-21e6ef2b28db.jpg?v=1606579404,0,0,0,0,0,0,72,13,50,13,10,158,15,182,154,131
2129 Oval Shape Plastic Multi Purpose Egg Cutter/Slicer with Stainless Steel Wires,Oval Shape Plastic Multi Purpose Egg Cutter/Slicer with Stainless Steel Wires,"<p><strong>Plastic Egg Cutter / Slicer, Stainless Steel Cutting Wires Slicer(Silver)</strong></p>
<p>Effortlessly create a breakfast that looks like 5 Star room-service</p>
<p>Whether you already love eggs, want to eat healthier or set an example for your kids, this egg eating set is for you.</p>
<p><br></p>
<p><strong>Sleek, Non-Slip Ergonomic Design</strong></p>
<p>Egg slicer for eggs has no sharp edges, so is safe for anyone to use, even children. And the nonskid rubber feet at the base will anchor this food cutter onto your kitchen counter tops or desk for complete grip and stability.</p>
<p><br></p>
<p><strong>Multi-purpose And High Quality Materials</strong></p>
<p>Made of durable and attractive chrome-plated zinc. The cutting wires are constructed from stainless steel. It also can be used cutting soft fruits and vegetables, such as strawberries, kiwi and mushrooms</p>
<p><br></p>
<p><strong>Factors</strong></p>
<p>The egg cutter <strong>SLICES THE EGGS PERFECTLY</strong> in any way with just one quick push. Need to dice? Vertically rotate your sliced egg and slice it once more.</p>
<p>The egg slicer is also <strong>HANDY FOR SLICING OR DICING</strong> mushrooms, strawberries, soft cheese balls or boiled potatoes.</p>
<p><strong>NO MORE GUESSING!</strong> The egg timer is <strong>THE SECRET</strong>! It works perfectly every single time! Just drop it in the pot with your eggs and make the perfect boiled eggs!</p>
<p><strong>Healthy Living Lifestyle:</strong> Cooking healthy can be a challenge, Hope Egg Slicer is part of your cooking health. Enjoy your life!</p>",Kitchen,2129,2129_Oval_Egg_Cutter,221,42,32,732393,18,https://cdn.shopify.com/s/files/1/1916/9825/products/Eggcutter01.jpg?v=1606579337,https://cdn.shopify.com/s/files/1/1916/9825/products/61VTRn9dnPL._SL1280.jpg?v=1606579341,https://cdn.shopify.com/s/files/1/1916/9825/products/0742da02e45c-plastic-egg-cutter-white-and-black.jpg?v=1606579344,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/02_f3d3c2e1-8b06-464a-bdaa-f783bb39d9c3.jpg?v=1606579350,https://cdn.shopify.com/s/files/1/1916/9825/products/03_3b4aef8f-5512-4334-a46b-9f375b37bf8d.jpg?v=1606579353,0,0,0,0,0,74,13,50,13,10,161,15,185,157,133
0831 Stainless Steal Pizza Cutter and for Sandwiches Pastry,Stainless Steal Pizza Cutter and for Sandwiches Pastry,"<p><strong>Kitchen Stainless Steel Pizza Cutter/Pizza Slicer/Pastry Cutter (Silver)</strong></p>
<p>Stainless Steel Pizza Cutter is perfect for slicing your favorite pizzas, flatbreads, and dough. Durable materials resist tarnish, rust, scratching, and residue while maintaining blade sharpness. Safety guard and easy grip contoured handle allow for safe, easy rolling. Dishwasher safe</p>
<p><br></p>
<p><strong>Innovative Kitchen Tools: Grow from Experience, Creative Powers, &amp; Enthusiasm</strong></p>
<p>The blade is bigger, slices through even the largest pizza effortlessly. With just one easy roll, you get a perfectly sliced pizza.</p>
<p>Cut pizza with style and elegance using the Rösle Stainless Steel Pizza Cutter.</p>
<p>Hanging Loop for Easy Storage in your Home Kitchen</p>
<p><br></p>
<p><strong>Features</strong></p>
<p>An stainless steel blade its soft cutting pizza slices.</p>
<p>This Pizza cutter you can easily to cut pizza, sandwiches, pastry dough, flatbread and much more.</p>
<p>Perfect cuts every time with the razor sharp stainless steel blade.</p>
<p>Durable material &amp; safe for use on all cooking surfaces.</p>
<p>Easy to clean &amp; quick hand-wash or put them in the dishwasher.</p>
<p>The most durable soft, ergonomic designed handles are perfectly shaped heads is comfortable grip thickness with hanging loops for easy storage of anywhere</p>
<p>A sharper &amp; larger stainless steel blade.</p>
<p>Soft, easy to grip &amp; non-slippery handle with a built-in finger guard.</p>
<p>Heavy-duty.</p>
<p>Dish-washer safe.</p>
<p>Cuts more than pizzas - Can be used on any food that you want to cut or slice! .</p>
<p><br></p>
<p><br></p>
<p><strong>Specifications:</strong></p>
<p>Material: Stainless Steel. </p>
<p>Color: Silver. </p>
<p>Diameter: 6.5cm. </p>
<p>Total Length: 20cm. </p>
<p>Quantity: 1pcs. </p>
<p>Weight: 55G</p>",Kitchen,0831,0831_SS_Pizza_Cutter,64,42,35,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_b0d33351-bab3-4fda-b44f-96117711d449.jpg?v=1640684676,https://cdn.shopify.com/s/files/1/1916/9825/products/2image_0bcd123b-69ad-4da6-89ae-2ebeb67296fe.jpg?v=1640684676,https://cdn.shopify.com/s/files/1/1916/9825/products/3image_92fdfa22-697d-4fba-868b-1817842f3768.jpg?v=1640684676,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/5image_0f921392-e1b2-450f-bdee-ddca57c6bc58.jpg?v=1640684676,https://cdn.shopify.com/s/files/1/1916/9825/products/6image_386fed95-3469-4a92-91f4-77f5f43ae118.jpg?v=1640684676,0,0,0,0,0,77,14,50,14,10,165,15,189,161,144
0110 Stainless Steel Kitchen Manual Hand Oil Pump,Stainless Steel Kitchen Manual Hand Oil Pump,"<strong>Your brand Stainless Steel Oil Pump/Kitchen Oil Pump/Manual Hand Oil Pump</strong><br><br>Pump oil or other liquid from heavy fully filled container to the smaller container for daily use. kitchen use, office use and for outdoors also.<br>It helps to transfer liquid among two jars, fuel transfer, liquid extractor, watering balloons, inflate toys<br>Fluids including engine oil, transmission fluids, gear oil, coolant, and brake fluid in garage please pull the lever at the top of the pump 20-25 times up and down to create vacuum for pump to pour out liquid<br>Dispensing oil can be a tough job in the kitchen but now with the introduction of the Capital oil pump, there are no more worries for those working in the kitchen.<br>Body, features of the Capital oil pump is its body which is resistant to all sorts of scratches and damages.<br>This envisages the fact that the oil pump can be used for a very long time. <br>Highly Versatile The Capital oil pump is an unbreakable oil pump possessing great versatility.<br>It can be used in the form of an oil dispenser and at the same time it can also carry out the job of blending and chopping various ingredients in the kitchen. <br><br><strong>Specification</strong><br><br><strong>Weight</strong>: 300g<br><strong>Colour</strong> : Multi<br><strong>Size</strong> : 28x12x3cm<br><strong>Usage</strong>: Oil<br><strong>Type</strong>: Oil Pump<br><br><strong>Product included</strong>: 1 pcs oil pump<br><br><br>",Kitchen,0110,0110_steel_oil_dispenser,305,42,35,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/0110.jpg?v=1617924245,https://cdn.shopify.com/s/files/1/1916/9825/products/2_1fd12632-4948-42fe-87ec-f38f71fb2255.jpg?v=1617775751,https://cdn.shopify.com/s/files/1/1916/9825/products/3_31f46188-1371-4bfd-8777-ba1858c4f6ec.jpg?v=1617775751,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/ae59cb56-b464-4603-866e-79a4336c703a_6d49766a-4481-46b3-a374-91d195646daa.jpg?v=1617775751,0,0,0,0,0,0,77,14,50,14,10,165,15,189,161,144
"1732 Reusable Stainless Steel Drinking Straws Straight (4 Straight Straws, 1 Brush)","Reusable Stainless Steel Drinking Straws Straight (4 Straight Straws, 1 Brush)","<p><strong>? Reusable Stainless Steel 4 pieces Straight Straw with cleaning Brush</strong></p>
<p><strong>? Eco-Friendly &amp; Alternative to Plastic</strong><br>Stainless steel straws offer you a sustainable and cost-effective way to drastically reduce plastic consumption and seagull’s or turtle’s death. With a straw carrying case you can carry your drinking straws where you go. Refusing disposable straws and devoting little efforts with your families make world better</p>
<p><strong>? Smooth Tips for safe Drinking</strong><br>These reusable straws are hand polished carefully to ensure smooth tips. Besides, these smooth angled tips will poke through sealed boba tops with ease. Stainless steel straws can keep the taste cool when you are drinking cold beverage</p>
<p><strong>? Food-Grade Stainless Steel &amp; Dishwasher Safe</strong><br>These smoothie straws are made of food-grade stainless steel material. No metal aftertaste, BPA FREE, Lead Free and Eco-friendly. DISHWASHER SAFE and will not fade, rust, bend or scratch, also hand washing efficiently with 1 cleaning brushes</p>
<p><strong>? 1 Free Scrub Brush &amp; Easy to Clean</strong><br>Come with 1 special scrub brush, with this banister brush, you can clean your straws more easily and never worry about hurting your straws. You can also hang the brush easily by its annulus at the end. To clean the straws, you just need to hold the handle of the brush and let nylon bristles come into the straws, the brush is of the perfect size for these straws</p>
<p><strong>? Package includes:</strong><br>4 x straight Stainless steel straws<br>1x brushes</p>
<p> </p>
<p><strong>? BE PART OF THE SOLUTION, NOT PART OF THE POLLUTION ? </strong><br>Can you imagine sipping your aromatic coffee or your refreshing cocktail with a sleek stainless steel drinking straw that would add a unique stylish touch to your drinking experience while respecting the environment?</p>",Kitchen,1732,1732_5PC_Straight_Straw_Cmb,63,42,36,732393,12,https://cdn.shopify.com/s/files/1/1916/9825/products/173201.jpg?v=1631193920,https://cdn.shopify.com/s/files/1/1916/9825/products/173203.jpg?v=1631193920,https://cdn.shopify.com/s/files/1/1916/9825/products/60961d621e53a88d79103afd-2-large.jpg?v=1631193920,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/6117bbb001286a4294835c93-10-large.jpg?v=1631193920,https://cdn.shopify.com/s/files/1/1916/9825/products/173204.jpg?v=1631193920,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-09-09at2.49.20PM.jpg?v=1631193920,https://cdn.shopify.com/s/files/1/1916/9825/products/173202.jpg?v=1631193920,0,0,0,78,14,50,14,10,166,15,191,162,145
